ID;Track;Danceability;Energy;Key;Loudness;Speechiness;Acousticness;Instrumentalness;Liveness;Valence;Tempo;Duration_ms
17726;Heart Like A Truck;587;632;9.0;-5416;311;148;1.01e-05;158;392;139974;199040.0
17727;Things A Man Oughta Know;659;683;3.0;-5623;312;513;4.93e-06;133;397;139931;203373.0
17728;Watermelon Moonshine;739;413;1.0;-6709;282;0.47;2.51e-05;131;649;139921;208853.0
17729;Dirty Looks;562;0.64;2.0;-5047;254;242;0.0;111;654;139931;194667.0
17730;Smell Like Smoke;576;723;0.0;-4411;528;134;5.29e-06;123;778;176141;168120.0
17731;Hold My Halo;571;827;8.0;-4238;939;362;1.09e-06;157;799;150.03;206240.0
17732;Weak-End;702;555;0.0;-7396;318;452;3.3e-06;114;486;141932;208547.0
17733;Atta Girl;747;521;11.0;-7439;351;233;6.17e-05;101;673;141983;206693.0
17734;Middle Finger - Spotify Singles;479;894;7.0;-3643;886;666;2.82e-05;224;884;183762;156160.0
17735;Show Me How;791;267;5.0;-11997;415;674;534;102;544;165.99;215111.0
17736;Oncle Jazz;712;308;0.0;-16776;519;535;816;813;246;139995;57877.0
17737;Numb;783;303;4.0;-14393;527;811;945;109;0.65;138816;219340.0
17738;Billie Toppy;676;685;7.0;-11396;616;547;817;107;621;168996;195290.0
17739;I Hope to Be Around (Live);588;355;11.0;-14641;583;889;185;134;0.59;176273;226364.0
17740;Tree Among Shrubs;713;443;11.0;-11704;531;656;804;111;864;76791;188301.0
17741;Sugar;823;461;9.0;-12.75;366;647;327;0.14;798;114026;176316.0
17742;Show Me How (Album V);811;217;9.0;-15267;648;753;846;962;0.46;166015;215111.0
17743;Lauren;762;503;9.0;-9397;308;777;0.17;115;558;96999;218211.0
17744;Seven;692;421;4.0;-10948;295;666;147;104;832;96982;225394.0
17745;Amor e Fé - Acústico;632;697;4.0;-7086;377;589;0.0;375;837;135961;322736.0
17746;Cruzeiro da Revoada;869;0.5;6.0;-7188;143;521;0.0;132;818;123126;222603.0
17747;Temporal;752;623;1.0;-7992;878;439;0.0;706;289;139989;277286.0
17748;Insônia 2;0.76;351;0.0;-11.63;61;0.29;0.0;156;294;139951;267429.0
17749;Um Pedido;836;544;5.0;-7329;592;327;0.0;135;322;140027;211985.0
17750;Coração de Carro Forte;748;392;1.0;-11358;707;0.76;8.87e-05;239;438;135002;297974.0
17751;Insônia;826;318;2.0;-11647;78;363;0.0;302;443;143976;282697.0
17752;Só Era Nós;662;464;10.0;-8774;0.13;402;0.00003;126;531;76507;194731.0
17753;Outro Patamar;837;577;3.0;-5853;207;235;0.0;753;564;129944;225067.0
17754;Lembranças;914;318;7.0;-10.25;0.33;358;0.0;853;669;136057;270597.0
17755;679 (feat. Remy Boyz);618;717;7.0;-5738;318;256;0.0;625;603;190.05;196693.0
17756;Trap Queen;746;873;7.0;-3803;128;244;0.0;354;817;148075;222093.0
17757;Sweet Yamz;629;692;6.0;-3332;678;173;0.0;675;737;154211;105195.0
17758;Again;748;733;11.0;-4421;72;62;0.0;329;291;93019;312240.0
17759;KEKE;599;857;7.0;-5.7;299;321;0.0;0.4;469;187985;151915.0
17760;My Way (feat. Monty);748;741;6.0;-3103;531;419;0.0;147;537;128077;213053.0
17761;679 (feat. Monty);545;763;11.0;-5528;407;715;0.0;668;752;126.59;186987.0
17762;RGF Island;746;764;0.0;-5066;423;116;8.19e-06;867;518;137.98;173893.0
17763;Feels Great (feat. Fetty Wap & CVBZ);522;833;0.0;-3715;575;454;0.0;127;296;180009;193569.0
17764;Off Top Off Rip (Remix) [feat. Mozzy & Fetty Wap];733;643;1.0;-6398;151;335;0.0;766;518;93978;224954.0
17765;Bande organisée;901;939;6.0;-2762;274;117;0.0;643;805;142948;356347.0
17766;Vamos;814;817;11.0;-5456;206;203;0.0;152;768;139955;241160.0
17767;Best life;919;779;7.0;-4739;147;258;0.0;991;941;138038;189400.0
17768;La kiffance;805;637;6.0;-6515;869;228;0.0;71;678;140045;179427.0
17769;Doudou;837;615;6.0;-5274;762;0.37;1.29e-05;914;858;130062;181467.0
17770;Dreamlife;798;0.94;10.0;-5179;555;183;253;543;882;137958;171413.0
17771;Bogota;629;773;0.0;-5036;239;668;0.0;135;696;99381;248933.0
17772;La danse des bandits;0.83;676;0.0;-5275;681;185;1.28e-05;105;576;135023;174053.0
17773;44991;875;613;3.0;-7229;0.21;688;0.0;114;752;119964;212320.0
17774;Cœur de pirate;826;701;6.0;-5596;672;765;0.0;942;654;117991;365320.0
17775;I Quit Drinking;607;418;1.0;-6997;363;394;0.0;182;386;95002;171200.0
17776;This Feeling;575;571;1.0;-7906;439;558;0.0;912;449;105049;197947.0
17777;IF YOU GO DOWN (I'M GOIN' DOWN TOO);676;856;11.0;-4.35;393;454;0.0;141;965;144092;166036.0
17778;half of my hometown (feat. Kenny Chesney);0.57;618;10.0;-4966;445;153;0.0;159;286;138034;231832.0
17779;Better Version (feat. Kelsea Ballerini);511;363;8.0;-9164;477;847;0.0;0.34;344;86617;173893.0
17780;Peter Pan;514;659;1.0;-6142;309;284;0.0;266;463;76483;200040.0
17781;hole in the bottle;478;873;4.0;-3637;122;486;0.0;374;739;104365;155668.0
17782;LOVE IS A COWBOY;533;434;6.0;-7469;277;674;0.0;776;226;95938;163532.0
17783;hole in the bottle (with Shania Twain);565;837;4.0;-4607;119;106;0.0;0.37;775;105067;156276.0
17784;Miss Me More;643;0.72;2.0;-7146;527;14;0.0;834;491;96028;192840.0
17785;HOT DEMON B!TCHES NEAR U ! ! !;788;764;7.0;-4054;254;918;0.0;224;841;100095;96000.0
17786;JOAN OF ARC;906;685;1.0;-2955;382;374;179;0.21;391;124065;145203.0
17787;Dark Light;624;449;9.0;-9987;308;746;228;117;366;93002;206472.0
17788;Deira City Centre;676;656;7.0;-5.54;446;286;262;162;147;100106;196827.0
17789;Still Cold / Pathway Private;528;0.41;8.0;-11973;749;271;2.73e-05;157;653;99994;271413.0
17790;PLEASE DON'T GO;806;322;5.0;-11684;973;428;942;125;244;140009;125402.0
17791;Alone;827;599;10.0;-10.03;672;137;0.36;116;695;143966;130000.0
17792;Eye Spy;876;655;8.0;-7321;187;495;462;103;475;133051;146635.0
17793;2 time zones (feat. Night Lovell);924;584;5.0;-6504;981;528;0.0;642;723;92036;161613.0
17794;BAD KID;877;317;1.0;-8917;604;122;162;107;39;135021;142251.0
17795;Unstoppable;485;843;1.0;-3993;467;129;1.01e-05;0.14;602;78001;192107.0
17796;Legend;601;757;2.0;-3341;28;139;8.85e-05;727;462;82001;189120.0
17797;Born For This;411;675;5.0;-6251;591;63;0.0;92;545;130134;237375.0
17798;Revolution;574;833;8.0;-6239;563;611;0.0;105;574;86008;231987.0
17799;Stronger;563;678;2.0;-4717;392;228;0.0;342;134;127883;190049.0
17800;Fighter;521;835;8.0;-3717;728;259;11;91;482;160031;156667.0
17801;Enemies;555;832;4.0;-5.96;323;967;2.94e-05;132;0.3;155061;161592.0
17802;The Fear;498;628;7.0;-5709;317;686;0.0;362;218;138099;183853.0
17803;Head Up;596;638;9.0;-5849;557;494;1.4e-05;138;269;144871;169978.0
17804;Never Going Back;546;619;6.0;-6.09;42;122;0.0;585;625;159982;197680.0
17805;Wasted Love (feat. Lagique);734;855;6.0;-4578;135;821;4.73e-06;901;0.54;121955;139563.0
17806;Shivers - Ofenbach Remix;861;832;2.0;-3.35;457;119;0.0;461;917;126989;187248.0
17807;Hurricane;0.56;851;2.0;-2851;486;225;2.9e-06;177;461;125947;147140.0
17808;Love Me Now (feat. FAST BOY);651;832;9.0;-4.29;388;81;0.0;312;426;122016;152582.0
17809;Be Mine;779;666;5.0;-7361;482;194;556;576;507;123024;161322.0
17810;Head Shoulders Knees & Toes (feat. Norma Jean Martine);798;828;2.0;-5.36;193;247;2.55e-06;121;0.6;124962;156960.0
17811;Katchi - Ofenbach vs. Nick Waterhouse;837;793;11.0;-5048;567;261;9.04e-05;743;0.87;124988;151011.0
17812;All We Got (feat. KIDDO) - Ofenbach Remix;803;796;6.0;-5077;343;522;2.69e-05;0.25;549;114.95;129814.0
17813;4U;759;909;7.0;-4388;451;212;0.0;142;539;122871;149717.0
17814;Dip It Low;785;903;0.0;-4715;709;14;8.96e-05;174;728;123999;135657.0
17815;Wild Irish Roses;639;295;0.0;-11237;544;554;3.09e-05;0.3;634;86947;169320.0
17816;No L's;786;0.65;1.0;-6472;0.31;156;0.0;127;492;130993;175019.0
17817;90 Proof (with J. Cole);768;626;7.0;-6516;125;215;2.63e-05;144;551;147.77;208270.0
17818;Z4L (with Bari & Jay2);822;503;11.0;-6889;285;779;0.0;161;408;71524;162591.0
17819;Amphetamine;619;532;5.0;-9554;515;715;1.33e-05;953;401;120019;469831.0
17820;Scenic Drive (feat. Ari Lennox & Smino);367;552;7.0;-9109;504;258;217;154;778;93467;249773.0
17821;Pro Freak (with Doechii, Fatman Scoop);502;641;1.0;-6271;467;269;5.01e-06;197;212;75008;268667.0
17822;Pudgy (with Lil Uzi Vert);776;773;10.0;-6387;354;649;9.01e-06;127;478;98999;135774.0
17823;Louphoria (with Cruza);513;444;0.0;-10587;103;707;992;484;165;118861;226258.0
17824;Matinee;719;831;1.0;-6181;132;0.2;0.0;653;772;163901;188658.0
17825;Ramen & OJ;597;571;1.0;-6205;293;492;0.0;93;165;106196;218448.0
17826;Isis (feat. Logic);884;936;1.0;-3931;167;206;0.0;262;758;120004;236501.0
17827;Your Heart;861;637;6.0;-7701;133;392;0.0;929;754;87006;198621.0
17828;ADHD;563;0.78;10.0;-6663;782;525;8.16e-06;418;317;83913;205872.0
17829;I Love;671;565;11.0;-7401;0.16;274;6.51e-05;0.37;561;150014;210197.0
17830;Stranger Things;867;663;10.0;-5838;178;443;0.0;117;481;121978;219733.0
17831;Revenge;844;574;4.0;-4886;382;306;0.0;0.11;476;158047;269084.0
17832;Zim Zimma;883;621;11.0;-6063;212;871;0.0;499;676;149052;239702.0
17833;Dreams Unfold;869;0.62;9.0;-5308;191;0.36;0.0;103;961;148041;201081.0
17834;I'm Sorry;746;576;8.0;-7461;414;252;0.0;74;337;110.2;349785.0
17835;you were good to me;561;848;2.0;-15099;404;913;2.62e-05;112;206;102128;219147.0
17836;this is how you fall in love;441;202;7.0;-12499;381;732;2.6e-05;126;269;77971;174587.0
17837;Men On The Moon;552;517;8.0;-7906;245;211;612;152;105;79512;220798.0
17838;Let Me Down (with Chelsea Cutler);835;333;9.0;-5769;766;266;0.0;185;385;95.01;149733.0
17839;better off;708;322;8.0;-12.46;371;747;9.24e-05;137;0.46;98892;193947.0
17840;Stay Next To Me (with Chelsea Cutler);581;584;2.0;-4928;284;805;0.0;366;756;179954;206046.0
17841;Your Shirt;433;478;2.0;-6641;725;191;0.0;0.32;173;179.98;230000.0
17842;Flare Guns;812;472;1.0;-6806;603;0.26;0.0;285;457;92951;240013.0
17843;Crazier Things (with Noah Kahan);635;274;2.0;-13.53;33;813;0.0;162;316;93025;264585.0
17844;Crying Over You;463;411;11.0;-8.25;414;679;0.0;453;163;147.3;178950.0
17845;"Babalik Sa'yo (from ""2 Good 2 Be True"")";515;0.65;1.0;-7798;93;168;0.0;0.33;695;157866;229712.0
17846;Kumpas - Theme of “2 Good 2 Be True”;545;269;5.0;-11001;0.03;883;2.31e-05;944;349;124022;268124.0
17847;Before It Sinks In;542;392;1.0;-8135;355;605;0.0;798;185;140006;263720.0
17848;"Dito Ka Lang - In My Heart Filipino Version - From ""Flower of Evil""";507;337;6.0;-8426;337;704;0.0;829;226;129862;230832.0
17849;Beautiful Scars (Maximillian x Moira Dela Torre) - Acoustic;785;317;3.0;-8138;379;851;0.0;104;783;132729;157780.0
17850;Ikaw At Ako;445;355;4.0;-7351;289;887;179;322;366;135525;269877.0
17851;ikaw at sila;466;234;7.0;-13749;481;899;0.0;113;362;125773;249524.0
17852;Tagpuan;566;121;8.0;-8206;345;862;0.0;788;293;135268;260240.0
17853;Paubaya;373;245;5.0;-12.45;354;766;365;768;174;127067;282491.0
17854;"Aking Habangbuhay (from ""An Inconvenient Love"")";365;338;8.0;-9139;309;0.92;2.9e-05;117;311;148903;253599.0
17855;Andamos Mejor;855;0.59;9.0;-8.55;751;0.28;982;149;283;110016;137184.0
17856;No Le Aflojo;698;687;5.0;-4115;501;195;0.0;829;773;116765;202876.0
17857;Si Me Ven;767;666;7.0;-4951;0.13;427;3.71e-06;243;532;111879;174432.0
17858;Ahora Piden Paros;639;0.88;11.0;-3056;145;0.56;0.0;354;965;109689;139625.0
17859;Ahora Todo Es Diferente;836;581;4.0;-7525;557;463;463;122;613;109.48;225767.0
17860;Y Es Que Contigo;836;581;7.0;-11387;779;213;0.0;995;781;110615;130250.0
17861;Una Chevy;585;681;11.0;-6111;426;636;6.5e-05;0.2;839;108145;141500.0
17862;Black Jack;792;462;9.0;-4984;815;552;0.0;125;869;113776;185808.0
17863;Padre Nuestro;824;749;1.0;-6634;102;525;1.11e-05;111;288;102754;208213.0
17864;Tuve Hermano;682;457;8.0;-11443;178;319;117;611;726;98205;196000.0
17865;CP_009_ Évidemment;713;0.67;9.0;-6447;305;113;0.0;0.52;457;120.76;206273.0
17866;Fever;868;693;6.0;-7052;181;597;399;106;396;114999;156911.0
17867;Balance ton quoi;703;442;0.0;-10383;823;594;2.39e-05;276;381;115932;189480.0
17868;Démons;657;643;8.0;-6661;433;482;2.08e-06;189;394;82516;251670.0
17869;Libre;786;695;9.0;-6474;284;0.37;0.0;233;816;125992;164957.0
17870;Tout oublier;692;542;11.0;-7.9;197;493;2.75e-06;247;285;105005;202120.0
17871;Ta reine;668;0.44;9.0;-10607;801;822;3.98e-06;901;127;107091;213200.0
17872;Oui ou non;649;574;2.0;-7856;143;635;1.28e-05;161;361;199906;196800.0
17873;Amour, Haine & Danger;798;663;7.0;-7238;702;867;157;0.12;182;113012;198987.0
17874;Flou;682;0.52;5.0;-9623;589;697;5.44e-06;265;468;112965;196920.0
17875;Body;752;764;1.0;-4399;38;476;9.44e-05;543;582;121958;163216.0
17876;These Nights;643;714;2.0;-5504;486;444;2.85e-06;146;205;120027;132417.0
17877;Sunroof - Loud Luxury Remix;642;0.76;10.0;-4221;976;736;0.0;301;482;122898;173659.0
17878;Afterparty;753;836;1.0;-5506;44;101;896;118;661;121.95;160850.0
17879;Body - Dzeko Remix;654;947;5.0;-3755;553;819;164;126;653;125978;165714.0
17880;Love No More;766;674;0.0;-6245;538;217;5.87e-05;258;214;121012;168636.0
17881;Body On My;744;726;1.0;-4675;463;399;0.0;374;687;121985;192507.0
17882;Mistakes;712;824;4.0;-6441;655;0.43;664;154;798;120991;153719.0
17883;Aftertaste;785;869;1.0;-4756;701;133;7.62e-06;949;457;123067;197082.0
17884;Nights Like This;699;861;3.0;-4.99;542;546;2.98e-05;276;0.5;126023;173340.0
17885;Hurricane;389;885;6.0;-5063;551;372;311;202;187;164989;223173.0
17886;Gasoline;546;945;1.0;-4399;531;311;0.0;724;545;135128;153613.0
17887;Self-Destruction;423;975;7.0;-5.21;397;372;0.0;346;387;172046;146177.0
17888;There’s Fear In Letting Go;492;869;0.0;-6403;673;879;185;588;136;123118;234945.0
17889;Bad Things;0.5;844;5.0;-5263;64;791;9.54e-05;274;141;92044;228261.0
17890;Scars;505;964;7.0;-3673;718;9.97e-05;2.85e-06;113;571;138021;229773.0
17891;Bow Down;426;959;0.0;-4.95;525;5.36e-05;6.54e-06;707;372;155.01;242680.0
17892;Feel Something (With I Prevail);428;877;5.0;-4722;835;153;372;943;113;75518;221000.0
17893;Blank Space;437;863;11.0;-5.28;941;302;0.0;144;233;194073;240928.0
17894;Come And Get It;567;987;4.0;-4069;765;133;2.38e-05;371;383;107974;181427.0
17895;Baazigar;816;767;5.0;-3592;323;346;0.0;228;835;141769;169014.0
17896;3:59 AM;669;588;2.0;-6902;339;177;0.0;179;237;97026;272197.0
17897;Kaam 25 - Sacred Games;484;948;1.0;-4296;451;473;0.0;565;686;125645;149525.0
17898;Satya;598;804;2.0;-5.39;123;576;0.0;252;322;139737;182640.0
17899;Sitara;832;622;10.0;-4312;113;114;0.0;436;648;96959;179691.0
17900;Apna Time Aayega;766;618;11.0;-8552;124;187;115;181;513;95054;140463.0
17901;Gunehgar;643;906;1.0;-4.15;0.31;105;0.0;861;541;94259;163404.0
17902;Chal Bombay;862;619;6.0;-6645;318;434;0.0;117;512;95036;174000.0
17903;Bornfire;714;596;11.0;-6966;172;251;0.0;201;218;93984;164681.0
17904;Sher Aaya Sher;832;657;7.0;-7755;209;433;2.93e-05;752;756;104005;134352.0
17905;Line Without a Hook;432;652;8.0;-4969;285;262;0.0;258;507;190028;249587.0
17906;Mr Loverman;639;526;0.0;-6697;256;245;2.43e-05;0.25;488;130033;216880.0
17907;This December;659;873;9.0;-4873;504;253;0.0;132;891;139946;181920.0
17908;My Heart Is Buried In Venice;0.67;413;11.0;-8117;273;441;8.63e-05;902;145;112011;184867.0
17909;Line Without a Hook (feat. mxmtoon);589;605;8.0;-7237;273;658;0.0;332;503;95084;251281.0
17910;Out Like a Light;522;458;11.0;-7785;275;0.17;244;72;359;125973;256019.0
17911;Talk to You;514;671;2.0;-7048;287;48;218;194;356;179934;214724.0
17912;Snow;592;649;8.0;-5724;292;316;0.0;112;409;149.95;276467.0
17913;Cabo;628;907;2.0;-4034;462;625;0.0;103;962;145041;147760.0
17914;Mr Loverman - sped up;546;695;4.0;-4.82;27;136;3.28e-05;385;685;161221;175261.0
17915;Balanço da Rede;764;796;6.0;-4611;33;193;0.0;853;924;140072;166436.0
17916;Altas Loucurinhas (Uni Duni Tê) - Ao Vivo;857;772;9.0;-2418;345;245;0.0;118;886;128.0;202412.0
17917;Vida - Ao Vivo;738;957;2.0;-3292;987;434;0.0;579;811;149893;181506.0
17918;Coração Cachorro;739;758;0.0;-4096;372;439;17;137;691;151924;150802.0
17919;Baby Me Atende;0.65;792;6.0;-3825;393;607;2.36e-05;0.92;872;154027;225672.0
17920;Nem Vá;707;774;6.0;-4924;545;205;0.0;117;942;76449;159640.0
17921;Emocionada Errada;648;919;2.0;-4193;461;139;0.0;363;947;154028;165974.0
17922;Popó - Ao Vivo;0.77;881;8.0;-3497;682;343;0.0;367;891;129928;167809.0
17923;Liquidificador - Ao Vivo;625;829;4.0;-4623;861;579;0.0;348;0.78;163923;144177.0
17924;Descarregado - Ao Vivo;666;932;0.0;-1572;665;701;0.0;339;817;144177;157430.0
17925;Pehla Pyaar;607;713;4.0;-5105;0.03;0.56;4.98e-05;101;611;124868;272533.0
17926;"Kaise Hua (From ""Kabir Singh"")";385;464;2.0;-6975;404;452;0.0;109;0.15;137839;234722.0
17927;Manjha;524;515;11.0;-7478;427;674;0.0;104;368;169882;191647.0
17928;Jaan Ban Gaye;537;419;11.0;-11585;414;0.76;1.07e-05;107;292;132261;211674.0
17929;Teri Hogaiyaan;404;0.43;5.0;-8313;336;779;172;941;0.51;106322;175875.0
17930;"Naacho Naacho (From ""Rrr"")";438;986;10.0;-3384;0.14;0.35;343;773;736;159894;214208.0
17931;"Nai Lagda (From ""Notebook"")";514;548;2.0;-7145;381;669;0.0;849;383;153794;287107.0
17932;Aaj Bhi;581;304;1.0;-9707;274;886;2.79e-05;103;973;109006;241206.0
17933;Teri Hogaiyaan 2;351;317;5.0;-9566;318;772;677;103;347;160024;216750.0
17934;Chandni;0.67;561;11.0;-9077;115;727;806;362;514;125041;157335.0
17935;I Like You (A Happier Song) (with Doja Cat);733;0.67;5.0;-6009;751;121;0.0;121;472;100964;192841.0
17936;Circles;695;762;0.0;-3497;395;192;244;863;553;120042;215280.0
17937;rockstar (feat. 21 Savage);585;0.52;5.0;-6136;712;124;7.01e-05;131;129;159801;218147.0
17938;Sunflower - Spider-Man: Into the Spider-Verse;755;522;2.0;-4368;575;533;0.0;685;925;89.96;157560.0
17939;Congratulations;0.63;804;6.0;-4183;363;215;0.0;253;492;123146;220293.0
17940;Wow.;829;539;11.0;-7359;208;136;1.78e-06;103;388;99.96;149547.0
17941;Better Now;0.68;578;10.0;-5804;0.04;331;0.0;135;341;145038;231267.0
17942;Goodbyes (feat. Young Thug);548;653;5.0;-3875;81;456;0.0;103;163;150068;174853.0
17943;One Right Now (with The Weeknd);682;764;1.0;-5411;477;363;0.0;103;701;97023;192721.0
17944;I Fall Apart;556;538;8.0;-5408;382;689;0.0;196;291;143.95;223347.0
17945;One Kiss (with Dua Lipa);791;862;9.0;-3.24;0.11;37;2.19e-05;814;592;123994;214847.0
17946;Cold Heart - PNAU Remix;795;0.8;1.0;-6.32;309;354;7.25e-05;915;934;116032;202735.0
17947;Levitating (feat. DaBaby);702;825;6.0;-3787;601;883;0.0;674;915;102977;203064.0
17948;Prisoner (feat. Dua Lipa);781;0.67;3.0;-3912;452;103;0.0;761;595;127.99;169333.0
17949;Levitating;695;884;6.0;-2278;753;561;0.0;213;914;103014;203808.0
17950;Don't Start Now;793;793;11.0;-4521;83;123;0.0;951;679;123.95;183290.0
17951;New Rules;762;0.7;9.0;-6021;694;261;1.56e-05;153;608;116073;209320.0
17952;IDGAF;836;544;7.0;-5975;943;403;0.0;824;0.51;97028;217947.0
17953;Scared to Be Lonely;584;0.54;1.0;-7786;576;895;0.0;261;195;137972;220883.0
17954;Break My Heart;0.73;729;4.0;-3434;884;167;1.39e-06;349;467;113011;221820.0
17955;Me Porto Bonito;911;712;1.0;-5105;817;901;2.68e-05;933;425;92005;178567.0
17956;Tití Me Preguntó;0.65;715;5.0;-5198;253;993;291;126;187;106672;243717.0
17957;La Jumpa;887;234;9.0;-14.52;178;111;0.67;0.13;197;140.02;196800.0
17958;Gato de Noche;892;662;8.0;-3894;162;169;1.24e-06;363;607;93976;227013.0
17959;Efecto;801;475;7.0;-8797;516;141;1.73e-05;639;234;98047;213061.0
17960;Ojitos Lindos;647;686;3.0;-5745;413;0.08;1.34e-06;528;268;79928;258299.0
17961;Neverita;876;498;10.0;-7511;478;706;0.0;143;428;122016;173119.0
17962;Moscow Mule;804;674;5.0;-5453;333;294;1.18e-06;115;292;99968;245940.0
17963;LA CANCIÓN;754;646;7.0;-5795;317;152;1.85e-05;108;429;176089;242573.0
17964;Yonaguni;644;648;1.0;-4601;118;276;0.0;135;0.44;179951;206710.0
17965;Te Felicito;695;636;5.0;-4654;317;234;0.0;81;575;174.14;172235.0
17966;LOKERA;836;826;11.0;-2.66;461;213;6.03e-06;814;579;102025;197101.0
17967;Party;829;799;9.0;-5389;897;151;543;242;471;97013;227629.0
17968;PUNTO 40;857;829;0.0;-484;842;112;15;255;208;106993;190654.0
17969;RON COLA;739;682;9.0;-5121;972;417;3.95e-05;105;476;94048;186723.0
17970;Desesperados;869;694;1.0;-3.35;783;356;125;878;511;90.02;224997.0
17971;Todo De Ti;0.78;719;3.0;-3613;506;302;196;931;336;127962;199604.0
17972;Cúrame;765;625;9.0;-3599;548;584;111;112;262;102101;164706.0
17973;Tiroteo - Remix;0.75;522;9.0;-7018;293;282;0.0;743;601;110427;321556.0
17974;DE CAROLINA;795;958;7.0;-1674;116;0.17;1.34e-06;251;927;110977;181622.0
17975;PLAYA DEL INGLÉS;793;736;7.0;-3254;469;822;0.0;109;656;112993;237525.0
17976;ULALA (OOH LA LA);872;681;0.0;-4348;0.11;462;1.38e-05;129;481;96986;188009.0
17977;La Curiosidad;845;677;11.0;-4798;136;269;917;108;0.68;90013;219048.0
17978;Whiskey y Coco;755;768;8.0;-4032;145;112;6.49e-06;203;617;176006;186477.0
17979;Piensan;677;722;2.0;-4443;626;538;0.0;0.11;786;172.0;173452.0
17980;Traductor;845;776;11.0;-3098;488;111;321;684;528;105018;222857.0
17981;Si Se Da - Remix;817;672;11.0;-5612;299;441;0.0;0.13;774;93999;332240.0
17982;Pareja Del Año;715;611;4.0;-5094;519;176;0.0;949;776;79971;195333.0
17983;Luces De Neón;747;619;3.0;-6009;588;865;2.03e-05;103;567;94.98;219789.0
17984;Girl;733;708;6.0;-4957;937;325;327;324;694;93021;186427.0
17985;Leave Before You Love Me (with Jonas Brothers);721;738;7.0;-4.77;403;226;4.41e-06;118;637;119976;154983.0
17986;Numb;912;774;0.0;-4673;455;121;127;101;632;119966;155589.0
17987;Happier;687;792;5.0;-2749;452;191;0.0;167;671;100015;214290.0
17988;Silence;0.52;761;4.0;-3093;853;256;4.96e-06;0.17;286;141971;180823.0
17989;Wolves;724;804;11.0;-4614;448;124;0.0;204;306;124987;197993.0
17990;Come & Go (with Marshmello);625;814;0.0;-5181;657;172;0.0;158;535;144991;205485.0
17991;FRIENDS;626;0.88;9.0;-2384;504;205;0.0;128;534;95079;202621.0
17992;Bye Bye;645;525;3.0;-5399;355;574;0.0;505;238;83018;108499.0
17993;Be Kind (with Halsey);0.63;633;4.0;-7088;457;776;0.0;541;452;93995;172762.0
17994;Hate The Other Side (with Marshmello & The Kid Laroi);701;0.65;6.0;-6313;104;291;0.0;112;647;90003;160212.0
17995;Shut Down;818;0.69;0.0;-5119;454;327;0.0;186;688;110071;175889.0
17996;Pink Venom;693;734;4.0;-6189;202;145;0.0;217;708;180.06;186964.0
17997;Typa Girl;915;621;7.0;-6519;0.1;745;0.0;628;527;131984;179173.0
17998;As If It's Your Last;786;852;8.0;-2687;813;687;0.0;759;455;125036;213264.0
17999;How You Like That;812;761;11.0;-5222;812;465;135;601;344;130032;182956.0
18000;BOOMBAYAH;661;836;5.0;-3164;59;268;0.0;497;396;124952;240793.0
18001;Kill This Love;763;835;2.0;-5234;191;323;221;225;645;131875;191050.0
18002;PLAYING WITH FIRE;706;756;4.0;-4405;845;392;0.0;0.18;676;97098;197289.0
18003;Hard to Love;654;768;5.0;-5007;431;616;0.0;202;505;104.97;162570.0
18004;DDU-DU DDU-DU;668;828;4.0;-5034;739;36;0.0;932;393;140042;211350.0
18005;No Se Va;734;685;0.0;-5.37;453;117;0.0;109;754;92042;216753.0
18006;Debí Suponerlo;667;571;0.0;-6675;245;434;0.0;188;651;95022;144632.0
18007;Cuando Nadie Ve;806;778;1.0;-4577;616;133;0.0;218;0.84;95993;219587.0
18008;Besos En Guerra;0.69;973;2.0;-3588;492;126;0.0;101;772;143957;231533.0
18009;Segundos Platos;555;744;7.0;-5278;411;489;0.0;924;664;90055;184667.0
18010;Salir Con Vida;612;697;0.0;-5476;387;261;0.0;347;633;91976;176087.0
18011;506;543;876;0.0;-4889;494;811;0.0;338;637;142995;180552.0
18012;Aprender A Quererte;638;868;8.0;-5191;334;109;0.0;231;485;101013;229213.0
18013;Idiota;484;0.58;11.0;-6557;256;354;0.0;374;597;160138;183693.0
18014;París;582;804;11.0;-4155;389;493;0.0;624;732;138014;182188.0
18015;Mbappe;712;684;7.0;-4887;512;548;0.0;168;513;130038;147692.0
18016;Eladio Carrion: Bzrp Music Sessions, Vol. 40;783;524;5.0;-6455;554;241;0.0;271;839;117496;164896.0
18017;3 Am;852;613;9.0;-5261;108;413;201;123;576;89951;208237.0
18018;Me Gustas Natural;721;426;0.0;-7473;0.11;859;216;111;451;127083;170079.0
18019;Hola Como Vas;729;596;6.0;-7523;0.24;689;181;65;781;185984;198740.0
18020;Sin Frenos;657;702;9.0;-7667;482;723;0.0;188;0.75;145022;211394.0
18021;Kemba Walker;832;0.59;8.0;-7168;272;446;1.43e-06;123;596;146907;152960.0
18022;Sigue Bailandome;799;0.69;7.0;-7252;0.1;282;1;143;682;106034;352442.0
18023;Hugo;563;628;9.0;-5723;0.23;747;6.52e-06;289;477;124796;178560.0
18024;Si la Calle Llama;705;574;10.0;-6.83;953;645;0.0;113;447;114967;171153.0
18025;Secrets;539;648;4.0;-6008;619;118;0.0;362;403;91066;133331.0
18026;Drowning (feat. Kodak Black);839;0.81;5.0;-5274;568;501;0.0;117;814;129014;209269.0
